"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Belmont Management Group, LLC","https://www.belmontmanagementgroup.com/","https://www.belmontmanagementgroup.com/contact","form","https://www.belmontmanagementgroup.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Winter Park, FL"
"Bennett Management Company LLC","https://bennett-management.com/","","none","http://bennett-management.com/","2026-09-03","dns-guess: site confirmed: full name in the page source (JavaScript-rendered page); city/state corroborated; no contact page found (homepage only)","Eugene, OR"
"Berkshire Hathaway HomeServices Select Properties","https://bhhsselectstl.com/","","none","https://bhhsselectstl.com/","2026-09-03","existing-contact-page: bhhsselectstl.com: no generic mailbox published; bhhsselectstl.com: no generic mailbox published","Saint Louis, MO"
"Bertakis Development","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Bessire And Casenhiser","https://bessire-casenhiser.com/","info@bessire-casenhiser.com","mailbox","https://bessire-casenhiser.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Best Management Co.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); bestmanagement.com: weak name (bestmanagement): page does not corroborate the location | best-management.com: page body empty","Bellevue, WA"
"Best Property Management","https://bestproperty4u.com/","","none","https://bestproperty4u.com/","2026-09-03","existing-contact-page: bestproperty4u.com: no generic mailbox published; bestproperty4u.com: no generic mailbox published","Livermore, CA"
"BHOM Student Living","https://www.bhomstudentliving.com/","https://www.bhomstudentliving.com/contact/","form","https://www.bhomstudentliving.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Big Bear Properties of Union Colony Brokers, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); bigbear.com: page does not name the organisation | bigbear.net: page does not name the organisation","Greeley, CO"
"Bijou Property Management, Inc.","https://bijoupropertymanagement.com/","","none","https://bijoupropertymanagement.com/","2026-09-03","existing-contact-page: bijoupropertymanagement.com: no generic mailbox published; bijoupropertymanagement.com: no generic mailbox published","Colorado Springs, CO"
"Bill Stout Properties","https://billstoutproperties.com/","admin@billstoutproperties.com","mailbox","https://www.billstoutproperties.com/contact","2026-09-03","existing-contact-page: mailbox published on the contact page","Louisville, KY"
"Birge & Held Asset Management, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Indianapolis, IN"
"Birgo Realty","https://www.birgo.com/realty","contact@birgo.com","mailbox","https://www.birgo.com/realty/contact","2026-09-03","existing-contact-page: mailbox published on the contact page","Pittsburgh, PA"
"Blackstone Community Management","http://www.blackstoneut.com/","","none","http://www.blackstoneut.com/","2026-09-03","existing-contact-page: blackstoneut.com: no generic mailbox published; blackstoneut.com: no generic mailbox published","Springville, UT"
"Blackstone Management","https://blackstoneam.com/products/association-management/","","none","https://blackstoneam.com/products/association-management/","2026-09-03","existing-contact-page: blackstoneam.com: no generic mailbox published; blackstoneam.com: no generic mailbox published",""
"Blakely Real Estate Property Management","https://www.blakelypm.com/","info@blakelypm.com","mailbox","https://blakelypm.com/","2026-09-03","existing-contact-page: mailbox published on the contact page","Boise, ID"
"Block & Associates Realty","https://www.blockrealty.com/","","none","https://www.blockrealty.com/","2026-09-03","existing-contact-page: blockrealty.com: no generic mailbox published; blockrealty.com: no generic mailbox published","Cary, NC"
"Block & Company Inc Realtors","","","none","","2026-09-03","no site confirmed after 1 fetch(es); blockrealtors.com: parked/stub page (domain for sale)","Kansas City, MO"
"Blue Cord Realty, LLC","https://www.bluecord.com/","","none","https://www.bluecord.com/","2026-09-03","dns-guess: site confirmed: distinctive name in page; no contact page found (homepage only)","Clarksville, TN"
"Blue Door Realty","https://bluedoorhomes.net/","","none","https://bluedoorhomes.net/","2026-09-03","existing-contact-page: bluedoorhomes.net: no generic mailbox published; bluedoorhomes.net: no generic mailbox published","Rio Rancho, NM"
"Blue Door Signature Properties","https://bluedoorsignature.com","info@bluedoorsignature.com","mailbox","https://bluedoorsignature.com/","2026-09-03","existing-contact-page: mailbox published on the contact page","Rockwall, TX"
"Blue Spade Property Management","https://bluespadepropertymanagement.com/","info@bluespadepropertymanagement.com","mailbox","https://bluespadepropertymanagement.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Marietta, GA"
"Bluebow Realty","https://homesbychels.com/","","none","https://homesbychels.com/","2026-09-03","existing-contact-page: homesbychels.com: no generic mailbox published; homesbychels.com: no generic mailbox published","Grand Rapids, MI"
"BluePoint Property Management","","","none","","2026-09-03","no site confirmed after 2 fetch(es); bluepointpropertymanagement.com: fetch failed (dns/tls/timeout/blocked) | bluepointproperty.com: page does not name the organisation","Long Beach, CA"
"Blueridge Management Group","https://blueridge-management.com/","","none","https://blueridge-management.com/","2026-09-03","existing-contact-page: blueridge-management.com: no generic mailbox published; blueridge-management.com: no generic mailbox published","Lake Wylie, SC"
"BLUESKY PM LLC","https://www.bluesky-pm.com/","https://www.bluesky-pm.com/contact","form","https://www.bluesky-pm.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Charlottesville, VA"
"Bonavista Management, LLC","https://bonavistamanagement.com/","","none","https://bonavistamanagement.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Seattle, WA"
"Bono And Associates, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Lake Mary, FL"
"Bottom Line Property Management","https://rentbottomline.com/","info@rentbottomline.com","mailbox","https://www.rentbottomline.com/contact","2026-09-03","existing-contact-page: mailbox published on the contact page","Charlotte, NC"
"Braesael Management Company","http://www.braesael.com/","","none","http://www.braesael.com/","2026-09-03","existing-contact-page: braesael.com: no generic mailbox published; braesael.com: no generic mailbox published","NC"
"Brandenburg, Staedler, And Moore (AKA Brandenburg Properties)","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Breeden Property Management","","","none","","2026-09-03","no site confirmed after 2 fetch(es); breedenpropertymanagement.com: http 404 | breedenproperty.com: http 503; no site confirmed after 2 fetch(es); breedenpropertymanagement.com: http 404 | breedenproperty.com: fetch failed (dns/tls/timeout/blocked)","Morganton, NC"
"Brenton Homes","","","none","","2026-09-03","no site confirmed after 2 fetch(es); brentonhomes.com: host does not carry the organisation name | brenton-homes.com: page body empty",""
"Brickleys Property Solutions","https://brickleysusa.com/","","none","https://brickleysusa.com/","2026-09-03","existing-contact-page: brickleysusa.com: no generic mailbox published; brickleysusa.com: no generic mailbox published","Albuquerque, NM"
"Bridge City Community Management, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); bridgecitycommunitymanagement.com: page body empty | bridgecity.com: page does not name the organisation","Clackamas, OR"
"Bridgepoint Property Management","","","none","","2026-09-03","no site confirmed after 2 fetch(es); bridgepointsc.com: page body empty | bridgepointproperty.com: parked/stub page (hugedomains)","North Charleston, SC"
"Bridgewater Properties","https://bridgewaterproperties.com/","","none","http://bridgewaterproperties.com/","2026-09-03","register-website: site confirmed: full name in the page source (JavaScript-rendered page); no contact page found (homepage only)","Metairie, LA"
"Bright Properties","https://www.brightproperties.net/","info@brightproperties.net","mailbox","https://www.brightproperties.net/","2026-09-03","existing-contact-page: mailbox published on the contact page","Tucson, AZ"
"Broadview Communities LLC","https://broadviewcommunities.com/","support@broadviewcommunities.com","mailbox","https://broadviewcommunities.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Brock Realtors","https://www.brockrealtors.com/","","none","https://www.brockrealtors.com/","2026-09-03","existing-contact-page: brockrealtors.com: no generic mailbox published; brockrealtors.com: no generic mailbox published","Fort Worth, TX"
"Brookside Communities","https://www.brookside-communities.com/","https://www.brookside-communities.com/contact","form","https://www.brookside-communities.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"BROWNSTONE PROPERTIES  INC.","https://www.brownstoneproperties.com/","leasing@brownstoneproperties.com","mailbox","https://www.brownstoneproperties.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Lynchburg, VA"
"Bryant Properties, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); bryantproperties.net: host does not carry the organisation name | bryantproperties.com: page body empty","Goodlettsville, TN"
"BURKE COMMUNITY MANAGEMENT GROUP LLC","https://www.burkecommunity.com/","https://www.burkecommunity.com/contact/","form","https://www.burkecommunity.com/contact/","2026-09-03","dns-guess: site confirmed: distinctive name in page; city/state corroborated; contact page fetched, no generic mailbox published","Manassas, VA"
"C.K.M. Property Management, Inc.","https://www.ckmpropertymanagement.com/","https://www.ckmpropertymanagement.com/contact-us","form","https://www.ckmpropertymanagement.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Houston, TX"
"Cadmus Properties Corporation","https://www.cadmusproperties.com/","info@cadmusproperties.com","mailbox","https://www.cadmusproperties.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Honolulu, HI"
