"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Aaa General Contractors LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aaageneralcontractors.com: parked/stub page (this domain is for sale) | aaageneral.com: parked/stub page (this domain is for sale)","El Paso, TX"
"AAA Readymix, Inc. II","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aaareadymix.com: http 404","Moses Lake, WA"
"AAA Reinforcing LLC","","","none","","2026-09-03","no candidate domain resolved from the name","NY"
"AAA Septic Tank Company","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aaaseptictank.com: http 503 | aaaseptic.com: page body empty","Shelton, WA"
"Aaa Sweeping LLC","","mail@aaasweeping.com","mailbox","https://data.wa.gov/d/t9je-9qwa","2026-09-03","gov-register: register: WA L&I statement-of-intent filings; mailbox domain not confirmed as the site: parked/stub page (web hosting by); no site confirmed after 2 fetch(es); aaasweeping.com: parked/stub page (web hosting by) | aaa-sweeping.com: fetch failed (dns/tls/timeout/blocked)","Veradale, WA"
"AAA'S Electrical Contracting Corporation","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aaaselectric.com: http 503 | aaaselectricalcontracting.com: http 503","New York, NY"
"Aac Construction","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aacconstruction.com: page body empty | aac-construction.com: page does not name the organisation","Santa Fe, NM"
"AAC Contracting, LLC","https://www.aac-contracting.com/","https://www.aac-contracting.com/contact-us","form","https://www.aac-contracting.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","NY"
"Aad Contracting Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aadcontracting.com: page body empty | aad-contracting.com: page body empty","TX"
"AAL Construction Services LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aalconstructionservices.com: page body empty | aalconstruction.com: parked/stub page (domain for sale)","Bronx, NY"
"Aanda Group LLC","","operations@aandagroupus.com","mailbox","https://data.nj.gov/d/tfhb-8beb","2026-09-03","gov-register: register: NJ NJSAVI vendor registry; mailbox domain not confirmed as the site: page body empty","Middletown, NJ"
"AARCO CONTRACTING LLC","https://aarcocontracting.com/","contact@aarcocontracting.com","mailbox","https://aarcocontracting.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Great Neck, NY"
"Aardvark Bark Blwng & Lnds LLC","https://aardvarkbark.com/","sales@aardvarkbark.com","mailbox","https://aardvarkbark.com/","2026-09-03","dns-guess; gov-register: site confirmed: two distinctive tokens in page; city/state corroborated; mailbox on homepage; register: WA L&I statement-of-intent filings; site confirmed from the mailbox domain: two distinctive tokens in page; city/state corroborated","Tacoma, WA"
"AARK Interstate Contractor, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aarkinc.com: page does not name the organisation","Ramsey, NJ"
"Aaron Concrete Contractors, LLC","https://www.aaronconcrete.com/","https://www.aaronconcrete.com/contact","form","https://www.aaronconcrete.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","TX"
"AAS PAINTING INC.","","","none","","2026-09-03","no candidate domain resolved from the name","Ossining, NY"
"Ab Electrical & Commercial Services Ltd","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abelectrical.com: page does not name the organisation | abcommercial.com: http 404",""
"Abacus Sports Installations, Ltd.","https://www.abacussports.com/","https://www.abacussports.com/contact/","form","https://www.abacussports.com/contact/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Lancaster, PA"
"Abatement Unlimited, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); abatementunlimited.com: page body empty","Bronx, NY"
"Abb Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abb.com: page does not name the organisation | abb.net: page does not name the organisation","Cary, NC"
"Abba Construction, Inc.","https://abbaconstruction.com/","info@abbaconstruction.com","mailbox","https://abbaconstruction.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Jacksonville, FL"
"Abba Construction, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abbaconstruction.com: weak name (abbaconstruction): page does not corroborate the location | abba-construction.com: weak name (abbaconstruction): page does not corroborate the location","Laredo, TX"
"Abba Contract, Inc.","https://abbacontract.com/","info@abbacontract.com","mailbox","https://abbacontract.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Birmingham, AL"
"Abbey Paving Co. Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abbeypaving.com: page does not name the organisation | abbey-paving.com: page does not name the organisation","IL"
"Abbey-Simons Co","https://www.abbeysimons.com/","info@abbeysimons.com","mailbox","https://www.abbeysimons.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Kansas City, MO"
"Abc Bc Schmidt JV","","","none","","2026-09-03","no candidate domain resolved from the name","Penn Valley, CA"
"Abc Electric, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abcelectric.com: page does not name the organisation | abc-electric.com: page body empty","Morgantown, WV"
"Abc Fire Control Inc","https://abcfirecontrol.com/","https://abcfirecontrol.com/contact/","form","https://abcfirecontrol.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Yakima, WA"
"Abc Team-Spielplatzgerate Gesellschaft Mit Beschrankter Haftung","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abcteam.com: parked/stub page (this domain is for sale) | abcteam.us: http 403",""
"ABCW&S Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); abcws.com: parked/stub page (hugedomains)","College Point, NY"
"ABE Fran, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","NY"
"ABEC Electrical, Corp.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); abecelectricalny.com: page does not name the organisation","New, NY"
"Abell Elevator International, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); abellelevator.com: parked/stub page (welcome to nginx)","Louisville, KY"
"Abescape Landscaping, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","TX"
"Abg Caulking Contractors, Inc.","https://www.abgcaulking.com/","https://www.abgcaulking.com/contact","form","https://www.abgcaulking.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Goodlettsville, TN"
"Abide International, Inc.","https://abideinternational.com/","http://abideinternational.com/contact","form","http://abideinternational.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Sonoma, CA"
"Ability Solutions LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abilitysolutions.com: parked/stub page (this domain is for sale) | ability-solutions.com: parked/stub page (domain for sale)","Dededo, GU"
"Abitua Sewer Water & Plumbing Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","IL"
"Abl Decorating & Remodeling, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Highwood, IL"
"Able Fence Co Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ablefence.com: page body empty | ablefence.net: page does not name the organisation","Ridgefield, WA"
"Able Heating & Air Conditioning, Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ableheating.com: page body empty","Chula Vista, CA"
"Able Moving Company LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ablemoving.com: weak name (ablemoving): page does not corroborate the location | able-moving.com: weak name (ablemoving): page does not corroborate the location","Eads, TN"
"ABM Electric Inc","https://www.abmelectric.us/","info@abmelectric.us","mailbox","https://www.abmelectric.us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Long Island City, NY"
"Abm Electric LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ymail.com: page does not name the organisation | abmelectric.com: parked/stub page (hugedomains)","Cincinnati, OH"
"Abm Electrical Power Services LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abmelectrical.com: page does not name the organisation | abmpower.com: parked/stub page (hugedomains)","Irvine, CA"
"Abm Electrical Power Solutions LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abmelectrical.com: page does not name the organisation | abmpower.com: parked/stub page (this domain is for sale)","Lanham, MD"
"ABM Enterprises, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abmenterprise.com: page body empty | abmenterprises.com: parked/stub page (make an offer)","New Orleans, LA"
"Above Green LLC","https://abovegreen.com/","https://abovegreen.com/contact/","form","https://abovegreen.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Middleburg, VA"
"Abraham Contracting Corp.","https://www.abrahamcontracting.com/","https://www.abrahamcontracting.com/contact/","form","https://www.abrahamcontracting.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Jackson Heights, NY"
"Abrams Group Construction LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); abramsgroup.com: page does not name the organisation","AL,MS"
"Abraxas, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); abraxas.com: http 503 | abraxas.us: page body empty","Grand Island, NY"
"Abs Alpha Group Gmbh","","","none","","2026-09-03","no site confirmed after 2 fetch(es); absalpha.com: parked/stub page (this domain is for sale) | absalpha.net: page body empty",""
"Abscope Environmental Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","NY"
"Absolute Advanced Electric Inc","https://www.absoluteadvanced.com/","info@absoluteadvanced.com","mailbox","https://www.absoluteadvanced.com/contact","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Flushing, NY"
"Absolute Comfort Tech LLC","https://absolutecomforttech.com/","https://absolutecomforttech.com/contact/","form","https://absolutecomforttech.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Yakima, WA"
"Absolute Construction BG Corp","","","none","","2026-09-03","no site confirmed after 2 fetch(es); absoluteconstruction.com: page does not name the organisation | absoluteconstruction.net: http 404","New Rochelle, NY"
"Absolute Contracting Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); absolutecontracting.com: page does not name the organisation | absolute-contracting.com: weak name (absolutecontracting): page does not corroborate the location","Yonkers, NY"
"Absolute Fire Protection Inc","https://absolutefire.com/","sales@absolutefire.com","mailbox","https://absolutefire.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","IL"
